AERONET Version 3; 
Taipei_CWB
Version 3: AOD Level 2.0
The following data are automatically cloud cleared and quality assured with pre-field and post-field calibration applied.
Contact: PI=Brent_Holben; PI Email=Brent.N.Holben@nasa.gov
"Daily Averages,UNITS can be found at,,, https://aeronet.gsfc.nasa.gov/new_web/units.html"
"Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)"
"02:07:2012,12:00:00,184,-999.,0.056232,0.064746,-999.,-999.,0.089234,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.146227,-999.,-999.,0.175734,-999.,-999.,0.217311,0.246528,3.535395,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.503177,1.417791,1.613269,1.494372,1.172517,-999.,0,26,26,0,0,26,0,0,0,0,0,0,0,0,26,0,0,26,0,0,26,22,26,0,0,0,0,0,0,0,26,26,26,26,26,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"03:07:2012,12:00:00,185,-999.,0.081732,0.100869,-999.,-999.,0.148915,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.243508,-999.,-999.,0.291746,-999.,-999.,0.359714,-999.,3.297057,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.623840,1.437697,1.659128,1.641991,1.425490,-999.,0,32,32,0,0,32,0,0,0,0,0,0,0,0,32,0,0,32,0,0,32,0,32,0,0,0,0,0,0,0,32,32,32,32,32,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"05:07:2012,12:00:00,187,-999.,0.067678,0.076695,-999.,-999.,0.103897,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.171662,-999.,-999.,0.205425,-999.,-999.,0.267659,0.302900,4.582833,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.476323,1.604747,1.617938,1.464257,1.519241,-999.,0,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"06:07:2012,12:00:00,188,-999.,0.652253,0.818642,-999.,-999.,1.168232,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.655653,-999.,-999.,1.897219,-999.,-999.,2.111732,2.244923,5.108095,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.234492,0.873675,1.147045,1.276432,0.653024,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"08:07:2012,12:00:00,190,-999.,0.124375,0.147168,-999.,-999.,0.206742,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.324459,-999.,-999.,0.381114,-999.,-999.,0.455652,0.503657,4.802403,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.430423,1.369463,1.477508,1.444479,1.272011,-999.,0,15,15,0,0,15,0,0,0,0,0,0,0,0,15,0,0,15,0,0,14,13,15,0,0,0,0,0,0,0,15,15,15,15,14,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"09:07:2012,12:00:00,191,-999.,0.074369,0.085332,-999.,-999.,0.118332,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.192791,-999.,-999.,0.228372,-999.,-999.,0.289835,0.321644,4.289483,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.489725,1.494121,1.584795,1.495274,1.374726,-999.,0,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,0,17,15,17,0,0,0,0,0,0,0,17,17,17,17,17,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"10:07:2012,12:00:00,192,-999.,0.107581,0.108195,-999.,-999.,0.119941,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.163513,-999.,-999.,0.186069,-999.,-999.,0.240508,0.270545,4.022893,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.882135,1.407263,1.078020,0.829164,1.466901,-999.,0,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"11:07:2012,12:00:00,193,-999.,0.155455,0.169906,-999.,-999.,0.209943,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.304753,-999.,-999.,0.351876,-999.,-999.,0.430590,0.456486,4.601137,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.098643,1.303808,1.228729,1.073923,1.265647,-999.,0,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,11,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"12:07:2012,12:00:00,194,-999.,0.171317,0.173713,-999.,-999.,0.189463,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.236916,-999.,-999.,0.260411,-999.,-999.,0.281123,0.315519,3.856942,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.555802,1.177604,0.711734,0.504866,1.425991,-999.,0,18,18,0,0,18,0,0,0,0,0,0,0,0,18,0,0,18,0,0,16,16,18,0,0,0,0,0,0,0,18,18,18,18,16,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"14:07:2012,12:00:00,196,-999.,0.149158,0.156900,-999.,-999.,0.185149,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.250789,-999.,-999.,0.282859,-999.,-999.,0.339409,0.341063,4.484102,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.931800,1.192824,1.048676,0.907895,1.230803,-999.,0,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,9,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"15:07:2012,12:00:00,197,-999.,0.104977,0.120703,-999.,-999.,0.164426,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.255386,-999.,-999.,0.297867,-999.,-999.,0.367336,0.404991,4.815578,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.355913,1.363723,1.421362,1.369118,1.290528,-999.,0,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,15,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"16:07:2012,12:00:00,198,-999.,0.116039,0.130381,-999.,-999.,0.175930,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.269772,-999.,-999.,0.310231,-999.,-999.,0.418077,0.485159,5.467524,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.301858,1.590426,1.353360,1.324003,1.740211,-999.,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"17:07:2012,12:00:00,199,-999.,0.145967,0.165122,-999.,-999.,0.216181,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.322445,-999.,-999.,0.372703,-999.,-999.,0.441546,0.487299,5.085094,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.284685,1.144106,1.330728,1.298166,0.995825,-999.,0,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,6,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"18:07:2012,12:00:00,200,-999.,0.076636,0.089031,-999.,-999.,0.123172,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.195981,-999.,-999.,0.230885,-999.,-999.,0.270614,0.258905,4.724463,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.424369,1.179891,1.496369,1.433396,0.889169,-999.,0,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,0,17,12,17,0,0,0,0,0,0,0,17,17,17,17,17,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"19:07:2012,12:00:00,201,-999.,0.139795,0.174471,-999.,-999.,0.258999,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.408114,-999.,-999.,0.475874,-999.,-999.,0.562355,0.633080,4.995289,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.514911,1.169158,1.474517,1.566172,0.962205,-999.,0,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,21,16,21,0,0,0,0,0,0,0,21,21,21,21,21,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"20:07:2012,12:00:00,202,-999.,0.044067,0.040621,-999.,-999.,0.037147,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.045036,-999.,-999.,0.043101,-999.,-999.,0.063426,0.067207,4.941600,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-0.029492,1.392051,0.156534,0.052756,2.175694,-999.,0,54,54,0,0,54,0,0,0,0,0,0,0,0,54,0,0,54,0,0,54,43,54,0,0,0,0,0,0,0,54,54,54,54,50,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"21:07:2012,12:00:00,203,-999.,0.035238,0.030071,-999.,-999.,0.023484,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.027085,-999.,-999.,0.023008,-999.,-999.,0.046435,0.053087,5.118599,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-0.333534,2.074070,-0.066601,-0.210491,2.834652,-999.,0,33,33,0,0,33,0,0,0,0,0,0,0,0,33,0,0,33,0,0,33,33,33,0,0,0,0,0,0,0,33,33,33,33,20,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"24:07:2012,12:00:00,206,-999.,0.029280,0.026533,-999.,-999.,0.024506,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.033053,-999.,-999.,0.032838,-999.,-999.,0.048766,0.055955,4.508075,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.440762,1.312333,0.765389,0.452249,1.784476,-999.,0,44,44,0,0,44,0,0,0,0,0,0,0,0,44,0,0,44,0,0,43,36,44,0,0,0,0,0,0,0,44,44,44,44,43,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"25:07:2012,12:00:00,207,-999.,0.031115,0.028012,-999.,-999.,0.027380,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.034702,-999.,-999.,0.033403,-999.,-999.,0.049783,0.055908,4.444313,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.332387,1.375220,0.541309,0.420916,1.354967,-999.,0,31,31,0,0,31,0,0,0,0,0,0,0,0,31,0,0,31,0,0,31,25,31,0,0,0,0,0,0,0,31,31,30,31,25,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"27:07:2012,12:00:00,209,-999.,0.051145,0.052342,-999.,-999.,0.060305,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.089486,-999.,-999.,0.100442,-999.,-999.,0.132480,0.148405,5.047449,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.064265,1.441892,1.278453,1.047602,1.461086,-999.,0,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28,0,0,28,24,28,0,0,0,0,0,0,0,28,28,28,28,28,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"28:07:2012,12:00:00,210,-999.,0.028036,0.024743,-999.,-999.,0.021793,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.028730,-999.,-999.,0.026712,-999.,-999.,0.045260,0.050447,4.759484,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.158753,1.766535,0.477352,0.239144,2.277099,-999.,0,59,59,0,0,59,0,0,0,0,0,0,0,0,58,0,0,59,0,0,59,51,59,0,0,0,0,0,0,0,59,59,58,59,47,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"29:07:2012,12:00:00,211,-999.,0.042458,0.040453,-999.,-999.,0.040278,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.051261,-999.,-999.,0.051836,-999.,-999.,0.069455,0.075709,4.486673,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.413619,1.137736,0.604363,0.433727,1.505105,-999.,0,53,53,0,0,53,0,0,0,0,0,0,0,0,53,0,0,53,0,0,53,45,53,0,0,0,0,0,0,0,53,53,53,53,53,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"04:08:2012,12:00:00,217,-999.,0.368312,0.455739,-999.,-999.,0.652233,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.951361,-999.,-999.,1.069114,-999.,-999.,1.213881,1.295549,4.865306,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.268089,0.952007,1.207354,1.323570,0.827192,-999.,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"08:08:2012,12:00:00,221,-999.,0.246023,0.268130,-999.,-999.,0.325147,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.436695,-999.,-999.,0.479979,-999.,-999.,0.584162,0.634666,4.906502,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.889543,1.070726,0.939751,0.902618,1.111030,-999.,0,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"10:08:2012,12:00:00,223,-999.,0.203155,0.226697,-999.,-999.,0.291416,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.409949,-999.,-999.,0.461828,-999.,-999.,0.539724,0.569543,5.418862,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.063541,0.993250,1.095141,1.078009,0.821681,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"11:08:2012,12:00:00,224,-999.,0.163427,0.190694,-999.,-999.,0.259385,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.369933,-999.,-999.,0.411252,-999.,-999.,0.422355,0.307402,5.296158,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.160589,1.132435,1.145004,1.216342,1.400419,-999.,0,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,8,3,9,0,0,0,0,0,0,0,10,10,10,10,8,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"12:08:2012,12:00:00,225,-999.,0.068165,0.073400,-999.,-999.,0.093722,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.140746,-999.,-999.,0.159385,-999.,-999.,0.194227,0.206698,5.230022,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.141283,1.229829,1.247591,1.152448,1.152546,-999.,0,19,20,0,0,20,0,0,0,0,0,0,0,0,19,0,0,19,0,0,20,19,20,0,0,0,0,0,0,0,20,19,19,20,20,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"13:08:2012,12:00:00,226,-999.,0.089985,0.102724,-999.,-999.,0.140868,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.214673,-999.,-999.,0.250243,-999.,-999.,0.287680,0.303240,4.870039,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.318596,1.057183,1.356641,1.340262,0.771223,-999.,0,14,19,0,0,19,0,0,0,0,0,0,0,0,19,0,0,16,0,0,19,13,19,0,0,0,0,0,0,0,19,19,19,19,19,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"14:08:2012,12:00:00,227,-999.,0.047568,0.049108,-999.,-999.,0.058048,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.084968,-999.,-999.,0.095284,-999.,-999.,0.126407,0.136874,4.063310,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.859608,1.720582,1.085008,0.898683,1.678993,-999.,0,65,65,0,0,65,0,0,0,0,0,0,0,0,65,0,0,62,0,0,65,55,65,0,0,0,0,0,0,0,65,65,65,65,57,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"15:08:2012,12:00:00,228,-999.,0.031488,0.027761,-999.,-999.,0.025534,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.034596,-999.,-999.,0.031915,-999.,-999.,0.051144,0.048908,5.330390,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.149660,1.686026,0.370278,0.308522,1.896879,-999.,0,27,27,0,0,27,0,0,0,0,0,0,0,0,27,0,0,27,0,0,27,17,27,0,0,0,0,0,0,0,27,27,27,27,19,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"16:08:2012,12:00:00,229,-999.,0.050064,0.047449,-999.,-999.,0.048380,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.061276,-999.,-999.,0.062165,-999.,-999.,0.082781,0.089950,4.815835,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.492915,1.044555,0.668872,0.513959,1.178963,-999.,0,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28,0,0,28,25,28,0,0,0,0,0,0,0,28,28,28,28,28,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"18:08:2012,12:00:00,231,-999.,0.065407,0.065487,-999.,-999.,0.077231,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.111710,-999.,-999.,0.125143,-999.,-999.,0.178058,0.203451,5.317543,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.019617,1.753503,1.184404,1.011911,1.976565,-999.,0,22,22,0,0,22,0,0,0,0,0,0,0,0,22,0,0,22,0,0,22,22,22,0,0,0,0,0,0,0,22,22,22,22,22,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"19:08:2012,12:00:00,232,-999.,0.041568,0.043365,-999.,-999.,0.056865,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.088681,-999.,-999.,0.100011,-999.,-999.,0.136306,0.136787,4.439281,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.865298,2.055080,0.967440,0.963648,1.689258,-999.,0,46,46,0,0,46,0,0,0,0,0,0,0,0,46,0,0,46,0,0,46,42,46,0,0,0,0,0,0,0,46,46,45,46,34,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"20:08:2012,12:00:00,233,-999.,0.046556,0.051450,-999.,-999.,0.067428,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.101032,-999.,-999.,0.111485,-999.,-999.,0.143784,0.127068,4.293266,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.012522,1.878362,1.190228,1.079020,1.988371,-999.,0,50,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,49,0,0,50,46,50,0,0,0,0,0,0,0,50,50,50,50,47,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"21:08:2012,12:00:00,234,-999.,0.038481,0.035564,-999.,-999.,0.036242,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.047825,-999.,-999.,0.048348,-999.,-999.,0.073887,0.076834,4.333296,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.383726,1.941752,0.608738,0.453223,1.818659,-999.,0,50,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,49,50,0,0,0,0,0,0,0,50,50,49,50,39,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"22:08:2012,12:00:00,235,-999.,0.057636,0.052087,-999.,-999.,0.055660,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.070041,-999.,-999.,0.073686,-999.,-999.,0.108280,0.120028,5.125361,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.531459,1.614326,0.663326,0.536183,1.968106,-999.,0,6,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"25:08:2012,12:00:00,238,-999.,0.090480,0.090200,-999.,-999.,0.100432,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.127662,-999.,-999.,0.137403,-999.,-999.,0.162817,0.172723,4.739118,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.637563,0.843803,0.743435,0.629284,0.893431,-999.,0,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,7,8,0,0,0,0,0,0,0,8,8,8,8,7,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"27:08:2012,12:00:00,240,-999.,0.147084,0.159858,-999.,-999.,0.200279,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.289696,-999.,-999.,0.332182,-999.,-999.,0.411341,0.475568,5.092330,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.117803,1.257898,1.212190,1.108572,1.207794,-999.,0,23,23,0,0,23,0,0,0,0,0,0,0,0,23,0,0,23,0,0,23,20,23,0,0,0,0,0,0,0,23,23,23,23,23,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"30:08:2012,12:00:00,243,-999.,0.546746,0.684479,-999.,-999.,0.946559,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.261574,-999.,-999.,1.375546,-999.,-999.,1.357016,1.365605,4.957310,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.042868,0.610852,0.907426,1.120272,0.335349,-999.,0,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,6,6,9,0,0,0,0,0,0,0,9,9,9,9,6,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"31:08:2012,12:00:00,244,-999.,0.165185,0.199078,-999.,-999.,0.286988,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.427308,-999.,-999.,0.485727,-999.,-999.,0.565125,0.595724,5.059022,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.327530,1.010384,1.258871,1.387965,0.800502,-999.,0,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,0,17,17,17,0,0,0,0,0,0,0,17,17,17,17,17,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"01:09:2012,12:00:00,245,-999.,0.070750,0.083762,-999.,-999.,0.120318,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.185220,-999.,-999.,0.208652,-999.,-999.,0.256056,0.294034,4.745908,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.392904,1.191818,1.355141,1.463626,1.106212,-999.,0,34,34,0,0,34,0,0,0,0,0,0,0,0,34,0,0,34,0,0,34,25,34,0,0,0,0,0,0,0,34,34,34,34,34,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"02:09:2012,12:00:00,246,-999.,0.037090,0.036782,-999.,-999.,0.048750,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.076181,-999.,-999.,0.085952,-999.,-999.,0.127320,0.140945,4.055433,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.257418,1.882541,1.335467,1.295636,2.019470,-999.,0,26,26,0,0,26,0,0,0,0,0,0,0,0,26,0,0,26,0,0,26,21,26,0,0,0,0,0,0,0,26,26,26,26,26,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"03:09:2012,12:00:00,247,-999.,0.109250,0.136178,-999.,-999.,0.203441,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.317200,-999.,-999.,0.368054,-999.,-999.,0.424510,0.431815,4.098305,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.481424,1.046352,1.415512,1.540763,0.622122,-999.,0,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"04:09:2012,12:00:00,248,-999.,0.060417,0.063008,-999.,-999.,0.081465,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.123920,-999.,-999.,0.142107,-999.,-999.,0.187530,0.206767,4.370147,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.242114,1.540285,1.332687,1.254511,1.477003,-999.,0,45,45,0,0,45,0,0,0,0,0,0,0,0,45,0,0,45,0,0,45,43,45,0,0,0,0,0,0,0,45,45,45,45,45,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"05:09:2012,12:00:00,249,-999.,0.030864,0.026221,-999.,-999.,0.029160,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.041855,-999.,-999.,0.043951,-999.,-999.,0.073115,0.086742,4.637449,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.803843,2.046438,0.985616,0.839752,2.495689,-999.,0,25,25,0,0,25,0,0,0,0,0,0,0,0,25,0,0,25,0,0,25,21,25,0,0,0,0,0,0,0,25,25,25,25,25,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"07:09:2012,12:00:00,251,-999.,0.053672,0.062033,-999.,-999.,0.088129,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.141881,-999.,-999.,0.163998,-999.,-999.,0.196012,-999.,4.671511,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.479276,1.165935,1.500307,1.525879,1.197623,-999.,0,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,0,17,0,17,0,0,0,0,0,0,0,17,17,17,17,17,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"08:09:2012,12:00:00,252,-999.,0.044197,0.044288,-999.,-999.,0.058402,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.090895,-999.,-999.,0.103823,-999.,-999.,0.146387,0.161133,4.537591,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.281425,1.752337,1.368340,1.303276,1.759795,-999.,0,39,39,0,0,39,0,0,0,0,0,0,0,0,39,0,0,39,0,0,39,38,39,0,0,0,0,0,0,0,39,39,39,39,39,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
